name,lat,lon
de la Côte St-Antoine / Argyle,45.48624101696415,-73.59572768211365
Parc Immaculée-Conception (Davis),45.492138507706834,-73.42178541250178
St-Charles / Grant,45.539666177205206,-73.50903868675232
Orchard / Grenier,45.48454021069804,-73.43047272472177
Guilbault / St-Charles,45.53586674576545,-73.51262534109992
Labonté / du Coteau-Rouge,45.526787093145025,-73.49153663970355
Logan / Tiffin,45.513749710895915,-73.50879237126719
Parc Ludger-Duvernay (St-André / St-Hubert),45.53147464147482,-73.59242051839828
14e avenue / Jean-Talon,45.56132407262574,-73.59629362821578
Letourneux / Ste-Catherine,45.55078357889704,-73.53409996037954
Stanley / Sherbrooke,45.50105732321463,-73.57722634080346
Rivard / Rachel,45.52224500118916,-73.57749027576119
Sherbrooke / Jeanne-d'Arc,45.55398156058887,-73.55496388156098
19e avenue / St-Zotique,45.56168275734862,-73.58564794063568
3e avenue / Bannantyne,45.457664178809154,-73.57588469982147
Moffat / de Verdun,45.450140076761485,-73.57224548308295
Métro Jolicoeur (de Sève / Drake),45.45608545783109,-73.58193710446358
Métro Verdun (Willibrord / de Verdun),45.45937359425342,-73.57200354337692
de Champigny / Angers,45.46096419911169,-73.58503150279603
Péloquin / Fleury,45.55702542271257,-73.65956211535376
Mozart / Waverly,45.5315236502754,-73.61701235175133
LaSalle / Crawford,45.43791516514076,-73.58253550531117
29e avenue / St-Zotique,45.56776565172907,-73.57968807220459
de la Vérendrye / 75e avenue,45.42070552680549,-73.62966051438889
Natatorium (LaSalle / Rolland),45.4443505862464,-73.57542979723802
Francis / Fleury,45.56387237463668,-73.6555677652359
Métro Plamondon (de Kent / Victoria),45.494686752797904,-73.63871866467889
Sherbrooke / Grand Boulevard,45.466869108819964,-73.62324178218842
Park Row O / Sherbrooke,45.46076651911507,-73.63394916057587
Ontario / Ville-Marie,45.56001959585449,-73.534934520776
Métro Cadillac (Cadillac / Sherbrooke),45.57698149405437,-73.54707982398394
de Marseille / de la Pépinière,45.576651576813596,-73.54069948196411
26e avenue / Beaubien,45.56485589064712,-73.5774926841259
